objectid,labid,sampleid,sampletype,sizefraction,particleid,morphology,color,photoid,chemicalid,polymerid,plastic,comments,length,width,timeimagesmeasurements,instrumenttype,microscopy,nilered,chemicalid_method
27492,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_25,Foam,Multicolor,A_CW_4_Stereoscope_aboGe500_25,not measured,NA,NA,"these might have also been called ""black"" but they have a metallic sheen",0.15,0.05,2,Stereoscope,Y,NA,NA
27493,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_26,Foam,Multicolor,A_CW_4_Stereoscope_aboGe500_26,not measured,NA,NA,"these might have also been called ""black"" but they have a metallic sheen",0.08,0.08,2,Stereoscope,Y,NA,NA
27494,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_27,Foam,Multicolor,A_CW_4_Stereoscope_aboGe500_27,not measured,NA,NA,"these might have also been called ""black"" but they have a metallic sheen",0.31,0.19,2,Stereoscope,Y,NA,NA
27495,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_28,Foam,Multicolor,A_CW_4_Stereoscope_aboGe500_28,not measured,NA,NA,"these might have also been called ""black"" but they have a metallic sheen",0.26,0.21,2,Stereoscope,Y,NA,NA
27496,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_29,Foam,Multicolor,A_CW_4_Stereoscope_aboGe500_29,not measured,NA,NA,"these might have also been called ""black"" but they have a metallic sheen",1.21,0.13,2,Stereoscope,Y,NA,NA
27497,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_30,Foam,Multicolor,A_CW_4_Stereoscope_aboGe500_30,not measured,NA,NA,"these might have also been called ""black"" but they have a metallic sheen",0.76,0.43,2,Stereoscope,Y,NA,NA
27498,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_31,Foam,Multicolor,A_CW_4_Stereoscope_aboGe500_31,not measured,NA,NA,"these might have also been called ""black"" but they have a metallic sheen",0.47,0.31,2,Stereoscope,Y,NA,NA
27499,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_32,Fiber,Gold,A_CW_4_Stereoscope_aboGe500_32,not measured,NA,NA,,0.74,0.09,2,Stereoscope,Y,NA,NA
27500,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_33,Fiber,Gold,A_CW_4_Stereoscope_aboGe500_33,not measured,NA,NA,,0.27,0.15,2,Stereoscope,Y,NA,NA
27501,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_34,Fragment,Red,Eot foFEd,not measured,NA,NA,"not picked, too small",0,0,2,Stereoscope,Y,NA,NA
27502,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_35,Fragment,Red,Eot foFEd,not measured,NA,NA,"not picked, too small",0,0,2,Stereoscope,Y,NA,NA
27503,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_36,Fragment,Red,Eot foFEd,not measured,NA,NA,"not picked, too small",0,0,2,Stereoscope,Y,NA,NA
27504,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_37,Fragment,Red,Eot foFEd,not measured,NA,NA,"not picked, too small",0,0,2,Stereoscope,Y,NA,NA
27505,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_38,Fragment,Red,Eot foFEd,not measured,NA,NA,"not picked, too small",0,0,2,Stereoscope,Y,NA,NA
27506,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_39,Fragment,Brown,Eot foFEd,not measured,NA,NA,"not picked, too small; may be non-plastic",0,0,2,Stereoscope,Y,NA,NA
27507,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_40,Fragment,Brown,Eot foFEd,not measured,NA,NA,"not picked, too small; may be non-plastic",0,0,2,Stereoscope,Y,NA,NA
27508,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_41,Fragment,Brown,Eot foFEd,not measured,NA,NA,"not picked, too small; may be non-plastic",0,0,2,Stereoscope,Y,NA,NA
27509,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_42,Foam,Multicolor,Eot foFEd,not measured,NA,NA,"not picked, too small; these might have also been called ""black"" but they have a metallic sheen",0,0,2,Stereoscope,Y,NA,NA
27510,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_43,Foam,Multicolor,Eot foFEd,not measured,NA,NA,"not picked, too small; these might have also been called ""black"" but they have a metallic sheen",0,0,2,Stereoscope,Y,NA,NA
27511,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_44,Foam,Multicolor,Eot foFEd,not measured,NA,NA,"not picked, too small; these might have also been called ""black"" but they have a metallic sheen",0,0,2,Stereoscope,Y,NA,NA
27512,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_45,Foam,Multicolor,Eot foFEd,not measured,NA,NA,"not picked, too small; these might have also been called ""black"" but they have a metallic sheen",0,0,2,Stereoscope,Y,NA,NA
27513,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_46,Foam,Multicolor,Eot foFEd,not measured,NA,NA,"not picked, too small; these might have also been called ""black"" but they have a metallic sheen",0,0,2,Stereoscope,Y,NA,NA
27514,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_47,Foam,Multicolor,Eot foFEd,not measured,NA,NA,"not picked, too small; these might have also been called ""black"" but they have a metallic sheen",0,0,2,Stereoscope,Y,NA,NA
27515,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_48,Foam,Multicolor,Eot foFEd,not measured,NA,NA,"not picked, too small; these might have also been called ""black"" but they have a metallic sheen",0,0,2,Stereoscope,Y,NA,NA
27516,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_49,Foam,Multicolor,Eot foFEd,not measured,NA,NA,"not picked, too small; these might have also been called ""black"" but they have a metallic sheen",0,0,2,Stereoscope,Y,NA,NA
27517,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_50,Foam,Multicolor,Eot foFEd,not measured,NA,NA,"not picked, too small; these might have also been called ""black"" but they have a metallic sheen",0,0,2,Stereoscope,Y,NA,NA
27518,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_51,Foam,Multicolor,Eot foFEd,not measured,NA,NA,"not picked, too small; these might have also been called ""black"" but they have a metallic sheen",0,0,2,Stereoscope,Y,NA,NA
27519,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_52,Foam,Multicolor,Eot foFEd,not measured,NA,NA,"not picked, too small; these might have also been called ""black"" but they have a metallic sheen",0,0,2,Stereoscope,Y,NA,NA
27520,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_53,Foam,Multicolor,Eot foFEd,not measured,NA,NA,"not picked, too small; these might have also been called ""black"" but they have a metallic sheen",0,0,2,Stereoscope,Y,NA,NA
27521,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_54,Foam,Multicolor,Eot foFEd,not measured,NA,NA,"not picked, too small; these might have also been called ""black"" but they have a metallic sheen",0,0,2,Stereoscope,Y,NA,NA
27522,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_55,Foam,Multicolor,Eot foFEd,not measured,NA,NA,"not picked, too small; these might have also been called ""black"" but they have a metallic sheen",0,0,2,Stereoscope,Y,NA,NA
27523,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_56,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27524,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_57,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27525,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_58,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27526,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_59,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27527,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_60,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27528,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_61,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27529,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_62,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27530,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_63,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27531,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_64,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27532,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_65,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27533,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_66,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27534,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_67,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27535,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_68,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27536,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_69,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27537,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_70,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27538,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_71,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27539,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_72,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27540,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_73,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27541,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_74,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27542,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_75,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27543,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_76,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27544,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_77,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27545,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_78,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27546,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_79,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27547,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_80,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27548,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_81,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27549,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_82,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27550,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_83,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27551,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_84,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27552,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_85,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27553,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_86,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27554,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_87,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27555,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_88,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27556,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_89,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27557,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_90,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27558,A,A_CW_4,CW,>500 um,A_CW_4_Stereoscope_aboGe500_91,Fiber,Clear,Eot foFEd,not measured,NA,NA,not picked; suspected contaminant; likely non-plastic,0,0,2,Stereoscope,Y,NA,NA
27586,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_1,Sphere,White,B_CW_1_aboGe500_1,PE,PE,Y,just measured the longest diameter.,0.852,-88,0.02,Raman,Y,NA,Raman
27587,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_2,Sphere,White,B_CW_1_aboGe500_2,PE,PE,Y,just measured the longest diameter,0.853,-88,0.02,Raman,Y,NA,Raman
27588,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_3,Sphere,White,B_CW_1_aboGe500_3,PE,PE,Y,just measured the longest diameter,0.889,-88,0.02,Raman,Y,NA,Raman
27589,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_4,Sphere,White,B_CW_1_aboGe500_4,PE,PE,Y,just measured the longest diameter,0.837,-88,0.02,Raman,Y,NA,Raman
27590,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_5,Sphere,White,B_CW_1_aboGe500_5,PE,PE,Y,just measured the longest diameter,0.817,-88,0.02,Raman,Y,NA,Raman
27591,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_6,Sphere,White,B_CW_1_aboGe500_6,PE,PE,Y,just measured the longest diameter,0.849,-88,0.02,Raman,Y,NA,Raman
27592,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_7,Sphere,White,B_CW_1_aboGe500_7,PE,PE,Y,just measured the longest diameter,0.859,-88,0.02,Raman,Y,NA,Raman
27593,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_8,Sphere,White,B_CW_1_aboGe500_8,PE,PE,Y,just measured the longest diameter,0.837,-88,0.02,Raman,Y,NA,Raman
27594,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_9,Sphere,White,B_CW_1_aboGe500_9,PE,PE,Y,just measured the longest diameter,0.697,-88,0.02,Raman,Y,NA,Raman
27595,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_10,Sphere,Green,B_CW_1_aboGe500_10,PE,PE,Y,just measured the longest diameter,0.538,-88,0.02,Raman,Y,NA,Raman
27596,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_11,Sphere,Green,B_CW_1_aboGe500_11,PE,PE,Y,just measured the longest diameter,0.683,-88,0.02,Raman,Y,NA,Raman
27597,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_12,Sphere,Green,B_CW_1_aboGe500_12,PE,PE,Y,just measured the longest diameter,0.656,-88,0.02,Raman,Y,NA,Raman
27598,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_13,Sphere,Green,B_CW_1_aboGe500_13,PE,PE,Y,just measured the longest diameter,0.601,-88,0.02,Raman,Y,NA,Raman
27599,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_14,Sphere,Green,B_CW_1_aboGe500_14,PE,PE,Y,just measured the longest diameter,0.614,-88,0.02,Raman,Y,NA,Raman
27600,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_15,Sphere,Green,B_CW_1_aboGe500_15,PE,PE,Y,just measured the longest diameter,0.678,-88,0.02,Raman,Y,NA,Raman
27601,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_16,Sphere,Green,B_CW_1_aboGe500_16,PE,PE,Y,just measured the longest diameter,0.657,-88,0.02,Raman,Y,NA,Raman
27602,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_17,Sphere,Green,B_CW_1_aboGe500_17,PE,PE,Y,just measured the longest diameter,0.74,-88,0.02,Raman,Y,NA,Raman
27603,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_18,Fragment,White,B_CW_1_aboGe500_18,PS,PS,Y,just measured the longest diameter,1.489,-88,0.02,Raman,Y,NA,Raman
27604,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_19,Fragment,White,B_CW_1_aboGe500_19,PS,PS,Y,just measured the longest diameter,1.077,-88,0.02,Raman,Y,NA,Raman
27605,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_20,Fragment,White,B_CW_1_aboGe500_20,PS,PS,Y,just measured the longest diameter,2.688,-88,0.02,Raman,Y,NA,Raman
27606,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_21,Fragment,White,B_CW_1_aboGe500_21,PS,PS,Y,just measured the longest diameter,1.11,-88,0.02,Raman,Y,NA,Raman
27607,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_22,Fragment,White,B_CW_1_aboGe500_22,PS,PS,Y,just measured the longest diameter,0.932,-88,0.02,Raman,Y,NA,Raman
27608,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_23,Fragment,Blue,B_CW_1_aboGe500_23,PS,PS,Y,just measured the longest diameter,1.186,-88,0.02,Raman,Y,NA,Raman
27609,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_24,Fragment,Blue,B_CW_1_aboGe500_24,PS,PS,Y,just measured the longest diameter,0.997,-88,0.02,Raman,Y,NA,Raman
27610,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_25,Fragment,Blue,B_CW_1_aboGe500_25,PS,PS,Y,just measured the longest diameter,0.96,-88,0.02,Raman,Y,NA,Raman
27611,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_26,Fragment,Blue,B_CW_1_aboGe500_26,PS,PS,Y,just measured the longest diameter,1.358,-88,0.02,Raman,Y,NA,Raman
27612,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_27,Fragment,Blue,B_CW_1_aboGe500_27,PS,PS,Y,just measured the longest diameter,1.086,-88,0.02,Raman,Y,NA,Raman
27613,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_28,Fiber,Black,B_CW_1_aboGe500_28,Unknown,Unknown,N,just measured the longest diameter,3.491,-88,0.02,Raman,Y,NA,Raman
27614,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_29,Fiber,Black,B_CW_1_aboGe500_29,Unknown,Unknown,N,just measured the longest diameter,4.121,-88,0.02,Raman,Y,NA,Raman
27615,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_30,Fiber,Black,B_CW_1_aboGe500_30,Unknown,Unknown,N,just measured the longest diameter,0.895,-88,0.02,Raman,Y,NA,Raman
27616,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_31,Fiber,Black,B_CW_1_aboGe500_31,Unknown,Unknown,N,just measured the longest diameter,1.215,-88,0.02,Raman,Y,NA,Raman
27617,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_32,Fiber,Black,B_CW_1_aboGe500_32,Unknown,Unknown,N,just measured the longest diameter,1.12,-88,0.02,Raman,Y,NA,Raman
27618,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_33,Fiber,Black,B_CW_1_aboGe500_33,Unknown,Unknown,N,just measured the longest diameter,0.864,-88,0.02,Raman,Y,NA,Raman
27619,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_34,Fiber,Red,B_CW_1_aboGe500_34,PET,PET,Y,just measured the longest diameter,2.375,-88,0.02,Raman,Y,NA,Raman
27620,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_35,Fiber,Red,B_CW_1_aboGe500_35,PET,PET,Y,just measured the longest diameter,1.918,-88,0.02,Raman,Y,NA,Raman
27621,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_36,Fiber,Red,B_CW_1_aboGe500_36,PET,PET,Y,just measured the longest diameter,2.936,-88,0.02,Raman,Y,NA,Raman
27622,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_37,Fiber,Red,B_CW_1_aboGe500_37,PET,PET,Y,just measured the longest diameter,2.393,-88,0.02,Raman,Y,NA,Raman
27623,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_38,Fiber,Yellow,B_CW_1_aboGe500_38,Unknown,Unknown,N,just measured the longest diameter,7.086,-88,0.02,Raman,Y,NA,Raman
27624,B,B_CW_1,CW,>500 um,B_CW_1_aboGe500_39,Fiber,Yellow,B_CW_1_aboGe500_39,Unknown,Unknown,N,just measured the longest diameter,2.909,-88,0.02,Raman,Y,NA,Raman
27625,B,B_CW_1,CW,212-500 um,B_CW_1_212-500_1,Fiber,Red,B_CW_1_212-500_1,PET,PET,Y,just measured the longest diameter,1.564,-88,0.02,Raman,Y,NA,Raman
27626,B,B_CW_1,CW,212-500 um,B_CW_1_212-500_2,Fiber,Red,B_CW_1_212-500_2,PET,PET,Y,just measured the longest diameter,1.815,-88,0.02,Raman,Y,NA,Raman
27627,B,B_CW_1,CW,212-500 um,B_CW_1_212-500_3,Fiber,Red,B_CW_1_212-500_3,PET,PET,Y,just measured the longest diameter,0.403,-88,0.02,Raman,Y,NA,Raman
27628,B,B_CW_1,CW,212-500 um,B_CW_1_212-500_4,Fiber,Red,B_CW_1_212-500_4,PET,PET,Y,just measured the longest diameter,1.947,-88,0.02,Raman,Y,NA,Raman
27629,B,B_CW_1,CW,212-500 um,B_CW_1_212-500_5,Fiber,Red,B_CW_1_212-500_5,PET,PET,Y,just measured the longest diameter,1.443,-88,0.02,Raman,Y,NA,Raman
27630,B,B_CW_1,CW,212-500 um,B_CW_1_212-500_6,Fiber,Red,B_CW_1_212-500_6,PET,PET,Y,just measured the longest diameter,0.977,-88,0.02,Raman,Y,NA,Raman
27631,B,B_CW_1,CW,212-500 um,B_CW_1_212-500_7,Fiber,Red,B_CW_1_212-500_7,PET,PET,Y,just measured the longest diameter,0.937,-88,0.02,Raman,Y,NA,Raman
27632,B,B_CW_1,CW,212-500 um,B_CW_1_212-500_8,Fiber,Red,B_CW_1_212-500_8,PET,PET,Y,just measured the longest diameter,0.903,-88,0.02,Raman,Y,NA,Raman
27633,B,B_CW_1,CW,212-500 um,B_CW_1_212-500_9,Fiber,Red,B_CW_1_212-500_9,PET,PET,Y,just measured the longest diameter,3.953,-88,0.02,Raman,Y,NA,Raman
27634,B,B_CW_1,CW,212-500 um,B_CW_1_212-500_10,Fiber,Red,B_CW_1_212-500_10,PET,PET,Y,just measured the longest diameter,2.453,-88,0.02,Raman,Y,NA,Raman
27635,B,B_CW_1,CW,212-500 um,B_CW_1_212-500_11,Fiber,Red,B_CW_1_212-500_11,PET,PET,Y,just measured the longest diameter,2.195,-88,0.02,Raman,Y,NA,Raman
27636,B,B_CW_1,CW,212-500 um,B_CW_1_212-500_12,Fiber,Red,B_CW_1_212-500_12,PET,PET,Y,just measured the longest diameter,2.811,-88,0.02,Raman,Y,NA,Raman
27637,B,B_CW_1,CW,212-500 um,B_CW_1_212-500_13,Fiber,Red,B_CW_1_212-500_13,PET,PET,Y,just measured the longest diameter,1.647,-88,0.02,Raman,Y,NA,Raman
27638,B,B_CW_1,CW,212-500 um,B_CW_1_212-500_14,Fiber,Red,B_CW_1_212-500_14,PET,PET,Y,just measured the longest diameter,2.102,-88,0.02,Raman,Y,NA,Raman
27639,B,B_CW_1,CW,212-500 um,B_CW_1_212-500_15,Fiber,Red,B_CW_1_212-500_15,PET,PET,Y,just measured the longest diameter,3.41,-88,0.02,Raman,Y,NA,Raman
27640,B,B_CW_1,CW,212-500 um,B_CW_1_212-500_16,Sphere,White,B_CW_1_212-500_16,PE,PE,Y,just measured the longest diameter,0.405,-88,0.02,Raman,Y,NA,Raman
27641,B,B_CW_1,CW,212-500 um,B_CW_1_212-500_17,Sphere,White,B_CW_1_212-500_17,PE,PE,Y,just measured the longest diameter,0.379,-88,0.02,Raman,Y,NA,Raman
27642,B,B_CW_1,CW,212-500 um,B_CW_1_212-500_18,Sphere,White,B_CW_1_212-500_18,PE,PE,Y,just measured the longest diameter,0.409,-88,0.02,Raman,Y,NA,Raman
27643,B,B_CW_1,CW,212-500 um,B_CW_1_212-500_19,Sphere,White,B_CW_1_212-500_19,PE,PE,Y,just measured the longest diameter,0.449,-88,0.02,Raman,Y,NA,Raman
27644,B,B_CW_1,CW,212-500 um,B_CW_1_212-500_20,Sphere,White,B_CW_1_212-500_20,PE,PE,Y,just measured the longest diameter,0.467,-88,0.02,Raman,Y,NA,Raman
27645,B,B_CW_1,CW,212-500 um,B_CW_1_212-500_21,Sphere,White,B_CW_1_212-500_21,PE,PE,Y,just measured the longest diameter,0.287,-88,0.02,Raman,Y,NA,Raman
27646,B,B_CW_1,CW,212-500 um,B_CW_1_212-500_22,Sphere,White,B_CW_1_212-500_22,PE,PE,Y,just measured the longest diameter,0.465,-88,0.02,Raman,Y,NA,Raman
